operator,term,index,raftTime,prevApplyTime,valueSize
InsertRowNode,1,1,1685156483082,1685156483126,100
InsertRowNode,1,3,1685156483275,1685156483291,100
InsertRowNode,1,5,1685156483449,1685156483460,100
InsertRowNode,1,7,1685156484194,1685156484208,100
InsertRowNode,1,9,1685156484306,1685156484317,100
InsertRowNode,1,11,1685156484355,1685156484366,100
InsertRowNode,1,13,1685156484620,1685156484630,100
InsertRowNode,1,15,1685156484714,1685156484726,100
InsertRowNode,1,17,1685156484916,1685156484926,100
InsertRowNode,1,19,1685156484996,1685156485005,100
InsertRowNode,1,21,1685156485116,1685156485126,100
InsertRowNode,1,23,1685156485129,1685156485138,100
InsertRowNode,1,25,1685156485293,1685156485304,100
InsertRowNode,1,27,1685156485419,1685156485429,100
InsertRowNode,1,29,1685156485545,1685156485554,100
InsertRowNode,1,31,1685156485603,1685156485613,100
InsertRowNode,1,33,1685156485646,1685156485655,100
InsertRowNode,1,35,1685156485755,1685156485763,100
InsertRowNode,1,37,1685156485809,1685156485819,100
InsertRowNode,1,39,1685156485829,1685156485838,100
InsertRowNode,1,41,1685156485939,1685156485947,100
InsertRowNode,1,43,1685156486028,1685156486037,100
InsertRowNode,1,45,1685156486139,1685156486147,100
InsertRowNode,1,47,1685156486231,1685156486239,100
InsertRowNode,1,49,1685156486304,1685156486312,100
InsertRowNode,1,51,1685156486320,1685156486329,100
InsertRowNode,1,53,1685156486333,1685156486339,100
InsertRowNode,1,55,1685156486400,1685156486408,100
InsertRowNode,1,57,1685156486433,1685156486441,100
InsertRowNode,1,58,1685156486437,1685156486443,100
InsertRowNode,1,61,1685156486454,1685156486460,100
InsertRowNode,1,63,1685156486531,1685156486539,100
InsertRowNode,1,65,1685156486604,1685156486611,100
InsertRowNode,1,66,1685156486607,1685156486613,100
InsertRowNode,1,69,1685156486618,1685156486625,100
InsertRowNode,1,71,1685156486729,1685156486735,100
InsertRowNode,1,73,1685156486791,1685156486798,100
InsertRowNode,1,75,1685156486804,1685156486810,100
InsertRowNode,1,77,1685156486822,1685156486829,100
InsertRowNode,1,79,1685156487118,1685156487125,100
InsertRowNode,1,81,1685156487123,1685156487131,100
InsertRowNode,1,83,1685156487185,1685156487192,100
InsertRowNode,1,85,1685156487197,1685156487203,100
InsertRowNode,1,87,1685156487228,1685156487235,100
InsertRowNode,1,89,1685156487270,1685156487276,100
InsertRowNode,1,91,1685156487293,1685156487299,100
InsertRowNode,1,93,1685156487309,1685156487316,100
InsertRowNode,1,95,1685156487316,1685156487322,100
InsertRowNode,1,97,1685156487333,1685156487339,100
InsertRowNode,1,99,1685156487342,1685156487347,100
InsertRowNode,1,101,1685156487368,1685156487374,100
InsertRowNode,1,103,1685156487399,1685156487405,100
InsertRowNode,1,105,1685156487416,1685156487421,100
InsertRowNode,1,107,1685156487427,1685156487432,100
InsertRowNode,1,109,1685156487471,1685156487477,100
InsertRowNode,1,111,1685156487504,1685156487510,100
InsertRowNode,1,113,1685156487512,1685156487518,100
InsertRowNode,1,115,1685156487522,1685156487527,100
InsertRowNode,1,117,1685156487543,1685156487548,100
InsertRowNode,1,119,1685156487584,1685156487589,100
InsertRowNode,1,121,1685156487597,1685156487602,100
InsertRowNode,1,123,1685156487616,1685156487623,100
InsertRowNode,1,125,1685156487641,1685156487646,100
InsertRowNode,1,127,1685156487652,1685156487657,100
InsertRowNode,1,129,1685156487686,1685156487692,100
InsertRowNode,1,131,1685156487699,1685156487703,100
InsertRowNode,1,133,1685156487714,1685156487720,100
InsertRowNode,1,134,1685156487714,1685156487721,100
InsertRowNode,1,137,1685156487733,1685156487738,100
InsertRowNode,1,139,1685156487752,1685156487756,100
InsertRowNode,1,141,1685156487791,1685156487797,100
InsertRowNode,1,143,1685156487798,1685156487803,100
InsertRowNode,1,145,1685156487809,1685156487814,100
InsertRowNode,1,147,1685156487825,1685156487830,100
InsertRowNode,1,149,1685156487837,1685156487842,100
InsertRowNode,1,151,1685156487853,1685156487857,100
InsertRowNode,1,153,1685156487879,1685156487883,100
InsertRowNode,1,155,1685156487896,1685156487901,100
InsertRowNode,1,157,1685156487902,1685156487906,100
InsertRowNode,1,159,1685156487906,1685156487909,100
InsertRowNode,1,161,1685156487948,1685156487952,100
InsertRowNode,1,162,1685156487948,1685156487953,100
InsertRowNode,1,165,1685156487954,1685156487957,100
InsertRowNode,1,167,1685156487969,1685156487972,100
InsertRowNode,1,169,1685156487974,1685156487978,100
InsertRowNode,1,171,1685156487987,1685156487991,100
InsertRowNode,1,173,1685156487992,1685156487995,100
InsertRowNode,1,175,1685156488008,1685156488012,100
InsertRowNode,1,177,1685156488011,1685156488014,100
InsertRowNode,1,179,1685156488023,1685156488026,100
InsertRowNode,1,181,1685156488064,1685156488069,100
InsertRowNode,1,183,1685156488067,1685156488070,100
InsertRowNode,1,185,1685156488092,1685156488097,100
InsertRowNode,1,187,1685156488103,1685156488107,100
InsertRowNode,1,189,1685156488110,1685156488113,100
InsertRowNode,1,191,1685156488125,1685156488129,100
InsertRowNode,1,193,1685156488131,1685156488134,100
InsertRowNode,1,195,1685156488135,1685156488138,100
InsertRowNode,1,197,1685156488191,1685156488195,100
InsertRowNode,1,198,1685156488193,1685156488195,100
InsertRowNode,1,201,1685156488208,1685156488212,100
InsertRowNode,1,203,1685156488220,1685156488223,100
InsertRowNode,1,205,1685156488225,1685156488229,100
InsertRowNode,1,206,1685156488226,1685156488229,100
InsertRowNode,1,209,1685156488230,1685156488234,100
InsertRowNode,1,211,1685156488238,1685156488241,100
InsertRowNode,1,213,1685156488241,1685156488244,100
InsertRowNode,1,215,1685156488270,1685156488274,100
InsertRowNode,1,217,1685156488276,1685156488280,100
InsertRowNode,1,219,1685156488300,1685156488304,100
InsertRowNode,1,220,1685156488301,1685156488305,100
InsertRowNode,1,221,1685156488301,1685156488305,100
InsertRowNode,1,225,1685156488315,1685156488320,100
InsertRowNode,1,226,1685156488317,1685156488321,100
InsertRowNode,1,229,1685156488322,1685156488325,100
InsertRowNode,1,231,1685156488331,1685156488335,100
InsertRowNode,1,233,1685156488341,1685156488345,100
InsertRowNode,1,235,1685156488347,1685156488351,100
InsertRowNode,1,237,1685156488354,1685156488358,100
InsertRowNode,1,239,1685156488363,1685156488366,100
InsertRowNode,1,240,1685156488364,1685156488367,100
InsertRowNode,1,241,1685156488365,1685156488368,100
InsertRowNode,1,245,1685156488379,1685156488382,100
InsertRowNode,1,246,1685156488379,1685156488383,100
InsertRowNode,1,248,1685156488382,1685156488384,100
InsertRowNode,1,251,1685156488389,1685156488392,100
InsertRowNode,1,253,1685156488394,1685156488397,100
InsertRowNode,1,255,1685156488399,1685156488401,100
InsertRowNode,1,257,1685156488408,1685156488411,100
InsertRowNode,1,259,1685156488423,1685156488427,100
InsertRowNode,1,261,1685156488428,1685156488430,100
InsertRowNode,1,263,1685156488429,1685156488432,100
InsertRowNode,1,265,1685156488433,1685156488436,100
InsertRowNode,1,267,1685156488457,1685156488461,100
InsertRowNode,1,268,1685156488458,1685156488461,100
InsertRowNode,1,271,1685156488472,1685156488475,100
InsertRowNode,1,273,1685156488499,1685156488503,100
InsertRowNode,1,274,1685156488499,1685156488504,100
InsertRowNode,1,277,1685156488504,1685156488507,100
InsertRowNode,1,278,1685156488505,1685156488508,100
InsertRowNode,1,281,1685156488514,1685156488517,100
InsertRowNode,1,283,1685156488533,1685156488535,100
InsertRowNode,1,285,1685156488544,1685156488546,100
InsertRowNode,1,286,1685156488545,1685156488547,100
InsertRowNode,1,289,1685156488559,1685156488563,100
InsertRowNode,1,291,1685156488622,1685156488627,100
InsertRowNode,1,293,1685156488637,1685156488641,100
InsertRowNode,1,295,1685156488651,1685156488655,100
InsertRowNode,1,297,1685156488664,1685156488690,100
InsertRowNode,1,299,1685156488734,1685156488737,100
InsertRowNode,1,301,1685156488744,1685156488747,100
InsertRowNode,1,303,1685156488751,1685156488754,100
InsertRowNode,1,305,1685156488753,1685156488756,100
InsertRowNode,1,306,1685156488755,1685156488757,100
InsertRowNode,1,309,1685156488762,1685156488765,100
InsertRowNode,1,311,1685156488793,1685156488796,100
InsertRowNode,1,313,1685156488804,1685156488807,100
InsertRowNode,1,315,1685156488810,1685156488814,100
InsertRowNode,1,317,1685156488816,1685156488819,100
InsertRowNode,1,319,1685156488821,1685156488824,100
InsertRowNode,1,321,1685156488894,1685156488899,100
InsertRowNode,1,323,1685156488898,1685156488901,100
InsertRowNode,1,325,1685156488915,1685156488920,100
InsertRowNode,1,327,1685156488919,1685156488922,100
InsertRowNode,1,329,1685156489000,1685156489004,100
InsertRowNode,1,331,1685156489008,1685156489012,100
InsertRowNode,1,332,1685156489010,1685156489013,100
InsertRowNode,1,334,1685156489011,1685156489013,100
InsertRowNode,1,337,1685156489027,1685156489032,100
InsertRowNode,1,339,1685156489035,1685156489039,100
InsertRowNode,1,341,1685156489041,1685156489044,100
InsertRowNode,1,343,1685156489051,1685156489054,100
InsertRowNode,1,345,1685156489053,1685156489056,100
InsertRowNode,1,347,1685156489061,1685156489064,100
InsertRowNode,1,349,1685156489066,1685156489068,100
InsertRowNode,1,351,1685156489110,1685156489114,100
InsertRowNode,1,353,1685156489122,1685156489125,100
InsertRowNode,1,355,1685156489126,1685156489130,100
InsertRowNode,1,357,1685156489130,1685156489133,100
InsertRowNode,1,359,1685156489137,1685156489140,100
InsertRowNode,1,361,1685156489144,1685156489147,100
InsertRowNode,1,363,1685156489146,1685156489149,100
InsertRowNode,1,365,1685156489154,1685156489157,100
InsertRowNode,1,367,1685156489159,1685156489162,100
InsertRowNode,1,369,1685156489162,1685156489165,100
InsertRowNode,1,370,1685156489163,1685156489165,100
InsertRowNode,1,373,1685156489167,1685156489170,100
InsertRowNode,1,375,1685156489172,1685156489175,100
InsertRowNode,1,377,1685156489182,1685156489184,100
InsertRowNode,1,379,1685156489193,1685156489197,100
InsertRowNode,1,380,1685156489193,1685156489198,100
InsertRowNode,1,383,1685156489198,1685156489202,100
InsertRowNode,1,385,1685156489221,1685156489224,100
InsertRowNode,1,387,1685156489224,1685156489226,100
InsertRowNode,1,389,1685156489226,1685156489229,100
InsertRowNode,1,391,1685156489242,1685156489245,100
InsertRowNode,1,393,1685156489246,1685156489249,100
InsertRowNode,1,395,1685156489253,1685156489256,100
InsertRowNode,1,396,1685156489254,1685156489257,100
InsertRowNode,1,399,1685156489259,1685156489262,100
InsertRowNode,1,401,1685156489264,1685156489267,100
InsertRowNode,1,403,1685156489272,1685156489283,100
InsertRowNode,1,405,1685156489284,1685156489287,100
InsertRowNode,1,407,1685156489288,1685156489291,100
InsertRowNode,1,409,1685156489293,1685156489296,100
InsertRowNode,1,411,1685156489298,1685156489300,100
InsertRowNode,1,413,1685156489301,1685156489304,100
InsertRowNode,1,415,1685156489304,1685156489307,100
InsertRowNode,1,417,1685156489327,1685156489330,100
InsertRowNode,1,419,1685156489347,1685156489350,100
InsertRowNode,1,421,1685156489358,1685156489362,100
InsertRowNode,1,423,1685156489365,1685156489368,100
InsertRowNode,1,425,1685156489380,1685156489384,100
InsertRowNode,1,427,1685156489401,1685156489404,100
InsertRowNode,1,429,1685156489405,1685156489408,100
InsertRowNode,1,431,1685156489414,1685156489417,100
InsertRowNode,1,433,1685156489422,1685156489424,100
InsertRowNode,1,434,1685156489422,1685156489425,100
InsertRowNode,1,437,1685156489441,1685156489444,100
InsertRowNode,1,438,1685156489441,1685156489445,100
InsertRowNode,1,441,1685156489445,1685156489447,100
InsertRowNode,1,443,1685156489452,1685156489454,100
InsertRowNode,1,444,1685156489452,1685156489455,100
InsertRowNode,1,447,1685156489462,1685156489465,100
InsertRowNode,1,449,1685156489465,1685156489467,100
InsertRowNode,1,450,1685156489466,1685156489468,100
InsertRowNode,1,453,1685156489488,1685156489490,100
InsertRowNode,1,455,1685156489492,1685156489495,100
InsertRowNode,1,456,1685156489492,1685156489497,100
InsertRowNode,1,458,1685156489496,1685156489498,100
InsertRowNode,1,460,1685156489500,1685156489502,100
InsertRowNode,1,462,1685156489506,1685156489508,100
InsertRowNode,1,464,1685156489508,1685156489509,100
InsertRowNode,1,466,1685156489511,1685156489513,100
InsertRowNode,1,468,1685156489522,1685156489524,100
InsertRowNode,1,470,1685156489531,1685156489533,100
InsertRowNode,1,471,1685156489532,1685156489533,100
InsertRowNode,1,474,1685156489538,1685156489540,100
InsertRowNode,1,476,1685156489541,1685156489543,100
InsertRowNode,1,478,1685156489549,1685156489552,100
InsertRowNode,1,480,1685156489557,1685156489559,100
InsertRowNode,1,482,1685156489561,1685156489563,100
InsertRowNode,1,484,1685156489565,1685156489567,100
InsertRowNode,1,486,1685156489568,1685156489570,100
InsertRowNode,1,488,1685156489571,1685156489573,100
InsertRowNode,1,489,1685156489572,1685156489575,100
InsertRowNode,1,492,1685156489585,1685156489587,100
InsertRowNode,1,494,1685156489599,1685156489601,100
InsertRowNode,1,496,1685156489602,1685156489604,100
InsertRowNode,1,498,1685156489605,1685156489607,100
InsertRowNode,1,500,1685156489609,1685156489611,100
InsertRowNode,1,502,1685156489612,1685156489614,100
InsertRowNode,1,504,1685156489622,1685156489625,100
InsertRowNode,1,506,1685156489627,1685156489629,100
InsertRowNode,1,508,1685156489629,1685156489631,100
InsertRowNode,1,510,1685156489643,1685156489645,100
InsertRowNode,1,512,1685156489660,1685156489662,100
InsertRowNode,1,514,1685156489671,1685156489674,100
InsertRowNode,1,515,1685156489672,1685156489674,100
InsertRowNode,1,518,1685156489694,1685156489696,100
InsertRowNode,1,520,1685156489726,1685156489729,100
InsertRowNode,1,522,1685156489730,1685156489732,100
InsertRowNode,1,524,1685156489749,1685156489752,100
InsertRowNode,1,526,1685156489752,1685156489754,100
InsertRowNode,1,528,1685156489756,1685156489759,100
InsertRowNode,1,530,1685156489769,1685156489772,100
InsertRowNode,1,532,1685156489771,1685156489773,100
